gen_amp,kurtosis,alpha_amp,beta_amp,theta_amp,peak_acc,is_good
99.92123895736128,28.712296166897985,245.00000000000003,0.9969544147222006,0.9979670144838008,0.591123188405797,1
99.90702193620643,24.151080129389527,240.0,0.9987826624660542,0.9996914734309174,0.589538043478261,1
99.97715291203342,4.426051166746959,265.0,0.9921844464333356,0.9994290918696848,0.560235507246377,1
99.99792389811444,10.350337507055334,265.0,0.9997347333265602,0.9998152902498052,0.586684782608696,1
99.90527229897252,21.18291928817935,215.0,0.995360540645717,0.9978270644982,0.692436594202899,1
99.7984329204826,27.53346781860774,230.0,0.998270395172277,0.997827224151373,0.587590579710145,1
99.92203716268206,8.47270255103353,255.0,0.9992094860254354,0.9989167731478044,0.525815217391304,0
99.96762018122772,19.61660129788079,225.0,0.988917210603171,0.9900214305219752,0.532835144927536,0
99.3163152301915,23.71097150893588,280.0,0.9994101410468416,0.9968019496417168,0.56598731884058,1
99.72350775446525,12.581562885504884,195.0,0.9990724458654264,0.9972679869958608,0.598369565217391,1
87.7130317592246,7.3342439292954,245.00000000000003,0.9775912464818602,0.998231014116088,0.545878623188406,0
99.67510875533964,11.375255310834074,270.0,0.9914622729735618,0.9946824653074762,0.521105072463768,0
99.95866263082756,17.2055679714506,225.0,0.993702232338596,0.9989466621284804,0.596603260869565,1
99.74134463552558,17.174845800437044,270.0,0.997758027705174,0.999650947801468,0.575226449275362,1
99.47231113916855,14.409829677633557,245.00000000000003,0.964638110445418,0.9976661232285144,0.560054347826087,1
99.3143072559444,11.671660076810548,280.0,0.9895033972039,0.9946063528371956,0.535326086956522,0
99.78923540147612,14.482131873881094,225.0,0.9952200257721896,0.9979457651258764,0.596557971014493,1
94.78177074483943,13.611149818672729,225.0,0.9960450369633836,0.9992524316185486,0.539855072463768,0
99.92714990805209,18.817303193146987,260.0,0.9991939689757524,0.9996248010005128,0.564447463768116,1
99.47122611022398,13.146327747496834,245.00000000000003,0.9964980309036656,0.999418858216614,0.585960144927536,1
